1	910000	920000	1	1300000	1310000	0.1695988065105031	2.111212657236631
1	990000	1000000	1	1290000	1300000	0.004495548873999943	2.111212657236631
1	1000000	1010000	1	1230000	1240000	0.02050020423210764	2.111212657236631
1	1110000	1120000	1	1260000	1270000	0.005831779576101387	3.2
1	1380000	1390000	1	1500000	1510000	0.007740496251700944	2.599207668339954
1	1520000	1530000	1	2240000	2250000	0.1821098719634373	2.111212657236631
1	1570000	1580000	1	1900000	1910000	0.1438190950988438	2.111212657236631
1	1610000	1620000	1	1900000	1910000	0.02199740927211372	2.599207668339954
1	1760000	1770000	1	1890000	1900000	4.532196245968419e-05	2.111212657236631
1	1930000	1940000	1	3530000	3540000	0.10267873266821925	2.111212657236631
1	1940000	1950000	1	2170000	2180000	0.006262984901869359	2.111212657236631
1	1950000	1960000	1	2040000	2050000	2.5660976589461092e-05	2.111212657236631
1	1950000	1960000	1	2380000	2390000	0.1593347923204055	2.111212657236631
1	2200000	2210000	1	2380000	2390000	9.58038949123225e-07	2.111212657236631
1	2200000	2210000	1	2550000	2560000	0.11926260389367951	2.599207668339954
1	2360000	2370000	1	3460000	3470000	0.1215480506107443	2.111212657236631
1	2420000	2430000	1	2550000	2560000	0.002089764399063614	2.599207668339954
1	2450000	2460000	1	3430000	3440000	0.14021153602516317	2.111212657236631
1	2820000	2830000	1	3300000	3310000	0.172574069439695	3.6758347359905126
1	2820000	2830000	1	3410000	3420000	0.0003895659722234339	2.599207668339954
1	2940000	2950000	1	3410000	3420000	0.048082191610443845	1.8379173679952563
1	3010000	3020000	1	3410000	3420000	9.401534465541816e-05	2.111212657236631
1	3040000	3050000	1	3290000	3300000	0.0021149718629452988	4.222425314473262
1	3220000	3230000	1	3410000	3420000	0.10970210036253122	2.111212657236631
1	3490000	3500000	1	3610000	3620000	9.58038949123225e-07	2.599207668339954
1	3900000	3910000	1	5730000	5740000	0.12098944220643612	2.111212657236631
1	3920000	3930000	1	4490000	4500000	0.04698915707045271	2.111212657236631
